Network ID	Zone	Fraction
00199 | Aberdeen--Bel Air South--Bel Air North, MD	RFC	1
00280 | Abilene, TX	TRE	1
00766 | Akron, OH	RFC	1
00820 | Alamogordo, NM	WECC-ExCA	1
00955 | Albany, OR	WECC-ExCA	1
00970 | Albany--Schenectady, NY	NPCC	1
01171 | Albuquerque, NM	WECC-ExCA	1
01495 | Allentown, PA--NJ	RFC	1
01792 | Altoona, PA	RFC	1
01927 | Amarillo, TX	SPP	1
02413 | Anderson, SC	SERC	1
02602 | Ann Arbor, MI	RFC	1
02683 | Antioch, CA	WECC-CA	1
02764 | Appleton, WI	MRO	0.176398859400693
02764 | Appleton, WI	RFC	0.823601140599307
02926 | Arcata-McKinleyville, CA	WECC-CA	1
03196 | Arroyo Grande--Grover Beach, CA	WECC-CA	1
03358 | Asheville, NC	SERC	1
03763 | Athens-Clarke County, GA	SERC	1
03817 | Atlanta, GA	SERC	1
03898 | Atlantic City, NJ	RFC	1
04114 | Auburn, NY	NPCC	1
04130 | Auburn--North Auburn, CA	WECC-CA	1
04222 | Augusta-Richmond County, GA--SC	SERC	1
04384 | Austin, TX	TRE	1
04549 | Avondale--Goodyear, AZ	WECC-ExCA	1
04681 | Bakersfield, CA	WECC-CA	1
04843 | Baltimore, MD	RFC	1
04951 | Bangor, ME	NPCC	1
05167 | Barnstable Town, MA	NPCC	1
06058 | Beaumont, TX	SERC	1
06652 | Bellingham, WA	WECC-ExCA	0.999999999999998
06760 | Beloit, WI--IL	RFC	0.350676641241134
06760 | Beloit, WI--IL	MRO	0.649323358758866
06868 | Bend, OR	WECC-ExCA	1
07138 | Benton Harbor--St. Joseph--Fair Plain, MI	RFC	1
07705 | Billings, MT	WECC-ExCA	1
07732 | Binghamton, NY--PA	NPCC	0.983178352429469
07732 | Binghamton, NY--PA	RFC	0.0168216475705297
07786 | Birmingham, AL	SERC	1
07921 | Bismarck, ND	MRO	1
08407 | Bloomington--Normal, IL	SERC	1
08434 | Bloomsburg--Berwick, PA	RFC	1
08785 | Boise City, ID	WECC-ExCA	1
08974 | Bonita Springs, FL	FRCC	1
09271 | Boston, MA--NH--RI	NPCC	1
09298 | Boulder, CO	WECC-ExCA	1
09514 | Bozeman, MT	WECC-ExCA	1
09946 | Bremerton, WA	WECC-ExCA	1
10162 | Bridgeport--Stamford, CT--NY	NPCC	1
10189 | Bridgeton, NJ	RFC	1
10891 | Browns Mills--Fort Dix, NJ	RFC	1
10972 | Brownsville, TX	TRE	1
11350 | Buffalo, NY	NPCC	1
11431 | Bullhead City, AZ--NV	WECC-ExCA	1
11755 | Burlington, VT	NPCC	1
12052 | Butte-Silver Bow, MT	WECC-ExCA	1
12754 | Camarillo, CA	WECC-CA	1
13375 | Canton, OH	RFC	1
13510 | Cape Coral, FL	FRCC	1
14158 | Carson City, NV	WECC-ExCA	1
14401 | Casa Grande, AZ	WECC-ExCA	1
14482 | Casper, WY	WECC-ExCA	1
14698 | Cedar City, UT	WECC-ExCA	1
14752 | Cedar Rapids, IA	MRO	1
15076 | Centralia, WA	WECC-ExCA	1
15184 | Chambersburg, PA	RFC	1
15211 | Champaign, IL	SERC	1
15508 | Charleston--North Charleston, SC	SERC	1
15670 | Charlotte, NC--SC	SERC	1
15724 | Charlottesville, VA	SERC	1
15832 | Chattanooga, TN--GA	SERC	1
16237 | Cheyenne, WY	WECC-ExCA	1
16264 | Chicago, IL--IN	RFC	1.00000000000451
16318 | Chico, CA	WECC-CA	1
16885 | Cincinnati, OH--KY--IN	RFC	0.777240395533251
16885 | Cincinnati, OH--KY--IN	SERC	0.22275960446675
17533 | Cleburne, TX	TRE	1
17668 | Cleveland, OH	RFC	1
18289 | Coalinga, CA	WECC-CA	1
18451 | Coeur d'Alene, ID	WECC-ExCA	1
18748 | College Station--Bryan, TX	TRE	0.278724834623286
18748 | College Station--Bryan, TX	SERC	0.721275165376714
18856 | Colorado Springs, CO	WECC-ExCA	1
18964 | Columbia, SC	SERC	1
19234 | Columbus, OH	RFC	1
19504 | Concord, CA	WECC-CA	1
19531 | Concord, NH	NPCC	1
19558 | Concord, NC	SERC	1
19755 | Conroe--The Woodlands, TX	SERC	0.740753728825895
19755 | Conroe--The Woodlands, TX	TRE	0.259246271174106
20287 | Corpus Christi, TX	TRE	1
20422 | Corvallis, OR	WECC-ExCA	1
21745 | Cumberland, MD--WV--PA	RFC	1
22042 | Dallas--Fort Worth--Arlington, TX	TRE	1
22096 | Danbury, CT--NY	NPCC	1
22366 | Davenport, IA--IL	SERC	0.539207351053315
22366 | Davenport, IA--IL	MRO	0.460792763388584
22420 | Davis, CA	WECC-CA	1
22528 | Dayton, OH	RFC	1
22960 | DeKalb, IL	RFC	1
22987 | Delano, CA	WECC-CA	1
23203 | Del Rio, TX	TRE	1
23500 | Denton--Lewisville, TX	TRE	1
23527 | Denver--Aurora, CO	WECC-ExCA	1
23743 | Des Moines, IA	MRO	1
23824 | Detroit, MI	RFC	0.999999999999999
24580 | Dover, DE	RFC	1
24607 | Dover--Rochester, NH--ME	NPCC	1
24850 | Duluth, MN--WI	MRO	0.999999999999999
25228 | Durham, NC	SERC	1
25849 | East Stroudsburg, PA--NJ	RFC	1
26038 | Eau Claire, WI	MRO	1
26416 | El Centro--Calexico, CA	WECC-CA	1
26794 | Elkhart, IN--MI	RFC	1
27118 | Elmira, NY	NPCC	1
27253 | El Paso, TX--NM	WECC-ExCA	1
27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	WECC-CA	1
27766 | Erie, PA	RFC	1
28117 | Eugene, OR	WECC-ExCA	1
28198 | Eureka, CA	WECC-CA	1
28657 | Fairfield, CA	WECC-CA	1
29089 | Fargo, ND--MN	MRO	1
29278 | Farmington, NM	WECC-ExCA	1
29440 | Fayetteville, NC	SERC	1
29818 | Flagstaff, AZ	WECC-ExCA	1
30628 | Fort Collins, CO	WECC-ExCA	1
31087 | Fort Wayne, IN	RFC	1
31150 | Four Corners, FL	FRCC	1
31450 | Franklin--Highland Lake, NJ	RFC	1
31519 | Frederick, MD	RFC	1
31600 | Fredericksburg, VA	SERC	1
31843 | Fresno, CA	WECC-CA	1
32167 | Gainesville, FL	FRCC	1
